Indicator,Country,Date,value
Cumulative number of probable Ebola deaths,United States of America,2015-08-14,0
Cumulative number of suspected Ebola deaths,United States of America,2015-08-14,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-08-14,1
Cumulative number of probable Ebola deaths,Sierra Leone,2015-08-17,208
Cumulative number of suspected Ebola deaths,Sierra Leone,2015-08-17,158
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-08-17,4806
Cumulative number of probable Ebola cases,Sierra Leone,2015-08-17,287
Cumulative number of confirmed Ebola cases,Guinea,2015-08-17,3332
Cumulative number of probable Ebola cases,Liberia,2015-08-17,1879
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-08-17,3952
Cumulative number of suspected Ebola cases,Guinea,2015-08-17,6
Cumulative number of probable Ebola deaths,Guinea,2015-08-17,452
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-08-17,2524
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-08-17,13489
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-08-17,10666
Cumulative number of confirmed Ebola deaths,Guinea,2015-08-17,2072
Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-08-17,3586
Cumulative number of confirmed Ebola cases,Liberia,2015-08-17,3151
Cumulative number of suspected Ebola cases,Sierra Leone,2015-08-17,4505
Cumulative number of probable Ebola cases,Guinea,2015-08-17,452
Cumulative number of confirmed Ebola cases,Sierra Leone,2015-08-17,8697
Cumulative number of suspected Ebola cases,Liberia,2015-08-17,5636
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-17,3790
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-08-17,6
Cumulative number of confirmed Ebola cases,Liberia 2,2015-08-17,6
Cumulative number of confirmed Ebola deaths,Liberia 2,2015-08-17,2
Cumulative number of probable Ebola cases,Liberia 2,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-08-17,2
Cumulative number of confirmed Ebola cases,Italy,2015-08-17,1
Cumulative number of probable Ebola cases,Italy,2015-08-17,0
Cumulative number of suspected Ebola cases,Italy,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-08-17,1
Cumulative number of confirmed Ebola cases,United Kingdom,2015-08-17,1
Cumulative number of probable Ebola cases,United Kingdom,2015-08-17,0
Cumulative number of suspected Ebola cases,United Kingdom,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-08-17,1
Cumulative number of confirmed Ebola cases,Mali,2015-08-17,7
Cumulative number of probable Ebola cases,Mali,2015-08-17,1
Cumulative number of suspected Ebola cases,Mali,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-08-17,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-08-17,8
Cumulative number of confirmed Ebola cases,Nigeria,2015-08-17,19
Cumulative number of probable Ebola cases,Nigeria,2015-08-17,1
Cumulative number of suspected Ebola cases,Nigeria,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-08-17,20
Cumulative number of confirmed Ebola cases,Senegal,2015-08-17,1
Cumulative number of probable Ebola cases,Senegal,2015-08-17,0
Cumulative number of suspected Ebola cases,Senegal,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-08-17,1
Cumulative number of confirmed Ebola cases,Spain,2015-08-17,1
Cumulative number of probable Ebola cases,Spain,2015-08-17,0
Cumulative number of suspected Ebola cases,Spain,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-08-17,1
Cumulative number of confirmed Ebola cases,United States of America,2015-08-17,4
Cumulative number of probable Ebola cases,United States of America,2015-08-17,0
Cumulative number of suspected Ebola cases,United States of America,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-08-17,4
Cumulative number of confirmed Ebola deaths,Nigeria,2015-08-17,7
Cumulative number of probable Ebola deaths,Nigeria,2015-08-17,1
Cumulative number of suspected Ebola deaths,Nigeria,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-08-17,8
Cumulative number of confirmed Ebola deaths,Senegal,2015-08-17,0
Cumulative number of probable Ebola deaths,Senegal,2015-08-17,0
Cumulative number of suspected Ebola deaths,Senegal,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-08-17,0
Cumulative number of confirmed Ebola deaths,Spain,2015-08-17,0
Cumulative number of probable Ebola deaths,Spain,2015-08-17,0
Cumulative number of suspected Ebola deaths,Spain,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-08-17,0
Cumulative number of confirmed Ebola deaths,United States of America,2015-08-17,1
Cumulative number of probable Ebola deaths,United States of America,2015-08-17,0
Cumulative number of suspected Ebola deaths,United States of America,2015-08-17,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-08-17,1
Cumulative number of probable Ebola deaths,Guinea,2015-08-18,452
Cumulative number of confirmed Ebola cases,Liberia,2015-08-18,3151
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-08-18,13494
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-08-18,10666
Cumulative number of confirmed Ebola cases,Sierra Leone,2015-08-18,8697
Cumulative number of probable Ebola cases,Sierra Leone,2015-08-18,287
Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-08-18,3586
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-08-18,2524
Cumulative number of suspected Ebola cases,Sierra Leone,2015-08-18,4510
Cumulative number of probable Ebola cases,Guinea,2015-08-18,452
Cumulative number of suspected Ebola cases,Liberia,2015-08-18,5636
Cumulative number of confirmed Ebola cases,Guinea,2015-08-18,3332
Cumulative number of suspected Ebola deaths,Sierra Leone,2015-08-18,158
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-18,3786
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-08-18,4806
Cumulative number of probable Ebola cases,Liberia,2015-08-18,1879
Cumulative number of probable Ebola deaths,Sierra Leone,2015-08-18,208
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-08-18,3952
Cumulative number of confirmed Ebola deaths,Guinea,2015-08-18,2072
Cumulative number of suspected Ebola cases,Guinea,2015-08-18,2
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-08-18,2
Cumulative number of probable Ebola cases,Liberia 2,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-08-18,6
Cumulative number of confirmed Ebola cases,Liberia 2,2015-08-18,6
Cumulative number of confirmed Ebola deaths,Liberia 2,2015-08-18,2
Cumulative number of confirmed Ebola cases,Italy,2015-08-18,1
Cumulative number of probable Ebola cases,Italy,2015-08-18,0
Cumulative number of suspected Ebola cases,Italy,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-08-18,1
Cumulative number of confirmed Ebola cases,United Kingdom,2015-08-18,1
Cumulative number of probable Ebola cases,United Kingdom,2015-08-18,0
Cumulative number of suspected Ebola cases,United Kingdom,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-08-18,1
Cumulative number of confirmed Ebola cases,Mali,2015-08-18,7
Cumulative number of probable Ebola cases,Mali,2015-08-18,1
Cumulative number of suspected Ebola cases,Mali,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-08-18,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-08-18,8
Cumulative number of confirmed Ebola cases,Nigeria,2015-08-18,19
Cumulative number of probable Ebola cases,Nigeria,2015-08-18,1
Cumulative number of suspected Ebola cases,Nigeria,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-08-18,20
Cumulative number of confirmed Ebola cases,Senegal,2015-08-18,1
Cumulative number of probable Ebola cases,Senegal,2015-08-18,0
Cumulative number of suspected Ebola cases,Senegal,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-08-18,1
Cumulative number of confirmed Ebola cases,Spain,2015-08-18,1
Cumulative number of probable Ebola cases,Spain,2015-08-18,0
Cumulative number of suspected Ebola cases,Spain,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-08-18,1
Cumulative number of confirmed Ebola cases,United States of America,2015-08-18,4
Cumulative number of probable Ebola cases,United States of America,2015-08-18,0
Cumulative number of suspected Ebola cases,United States of America,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-08-18,4
Cumulative number of confirmed Ebola deaths,Nigeria,2015-08-18,7
Cumulative number of probable Ebola deaths,Nigeria,2015-08-18,1
Cumulative number of suspected Ebola deaths,Nigeria,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-08-18,8
Cumulative number of confirmed Ebola deaths,Senegal,2015-08-18,0
Cumulative number of probable Ebola deaths,Senegal,2015-08-18,0
Cumulative number of suspected Ebola deaths,Senegal,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-08-18,0
Cumulative number of confirmed Ebola deaths,Spain,2015-08-18,0
Cumulative number of probable Ebola deaths,Spain,2015-08-18,0
Cumulative number of suspected Ebola deaths,Spain,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-08-18,0
Cumulative number of confirmed Ebola deaths,United States of America,2015-08-18,1
Cumulative number of probable Ebola deaths,United States of America,2015-08-18,0
Cumulative number of suspected Ebola deaths,United States of America,2015-08-18,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-08-18,1
Cumulative number of probable Ebola cases,Sierra Leone,2015-08-19,287
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-19,3786
Number of confirmed Ebola cases in the last 21 days,Guinea,2015-08-19,6
Cumulative number of probable Ebola cases,Guinea,2015-08-19,452
Cumulative number of confirmed Ebola cases,Sierra Leone,2015-08-19,8697
Cumulative number of suspected Ebola cases,Guinea,2015-08-19,2
Cumulative number of suspected Ebola cases,Liberia,2015-08-19,5636
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-08-19,4806
Cumulative number of confirmed Ebola cases,Guinea,2015-08-19,3332
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-08-19,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-08-19,13494
Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-08-19,3
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-08-19,10666
Cumulative number of suspected Ebola cases,Sierra Leone,2015-08-19,4510
"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-08-19,3952
Cumulative number of probable Ebola cases,Liberia,2015-08-19,1879
Cumulative number of confirmed Ebola deaths,Guinea,2015-08-19,2072
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-08-19,2524
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-08-19,3
Cumulative number of suspected Ebola deaths,Sierra Leone,2015-08-19,158
Cumulative number of confirmed Ebola cases,Liberia,2015-08-19,3151
Cumulative number of probable Ebola deaths,Guinea,2015-08-19,452
Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-08-19,3586
Cumulative number of probable Ebola deaths,Sierra Leone,2015-08-19,208
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-08-19,2
Cumulative number of confirmed Ebola deaths,Liberia 2,2015-08-19,2
Cumulative number of probable Ebola cases,Liberia 2,2015-08-19,0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia 2,2015-08-19,0
Cumulative number of confirmed Ebola cases,Liberia 2,2015-08-19,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-08-19,6
Number of confirmed Ebola cases in the last 21 days,Liberia 2,2015-08-19,0
Cumulative number of confirmed Ebola cases,Italy,2015-08-19,1
Cumulative number of probable Ebola cases,Italy,2015-08-19,0
Cumulative number of suspected Ebola cases,Italy,2015-08-19,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-08-19,0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-08-19,1
Cumulative number of confirmed Ebola cases,United Kingdom,2015-08-19,1
Cumulative number of probable Ebola cases,United Kingdom,2015-08-19,0
Cumulative number of suspected Ebola cases,United Kingdom,2015-08-19,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-08-19,0
"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-08-19,1
Cumulative number of confirmed Ebola cases,Mali,2015-08-19,7
Cumulative number of probable Ebola cases,Mali,2015-08-19,1
Cumulative number of suspected Ebola cases,Mali,2015-08-19,0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-08-19,6
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-08-19,8
Cumulative number of confirmed Ebola cases,Nigeria,2015-08-19,19
Cumulative number of probable Ebola cases,Nigeria,2015-08-19,1
